Origin,Destination,Distance,Time
99,33,214,36
99,34,810,143
99,35,1289,226
99,36,1971,415
99,37,392,70
99,38,415,73
99,39,422,75
99,40,1721,298
99,41,673,119
99,42,321,54
99,43,710,125
99,44,765,134
99,45,1851,322
99,46,1851,322
99,47,386,70
99,48,716,125
99,49,429,73
99,50,616,108
99,51,660,115
99,52,259,44
99,53,1196,212
99,54,2377,464
99,55,1123,199
99,56,1868,326
99,57,732,129
99,58,573,102
99,59,581,104
99,60,2432,473
99,61,354,61
99,62,1244,218
99,63,361,62
99,64,590,102
99,65,408,73
99,66,408,73
99,67,360,62
99,68,255,43
99,69,866,155
99,70,384,66
99,71,768,195
99,72,1285,229
99,73,593,106
99,74,1149,202
99,75,373,65
99,76,142,23
99,77,1864,374
99,78,1864,374
99,79,702,123
99,80,2343,458
99,81,627,111
99,82,311,52
99,83,1725,302
99,84,876,156
99,85,1432,253
99,86,710,184
99,87,627,111
99,88,1397,241
99,89,1384,245
99,90,1193,209
99,91,1972,404
99,92,616,106
99,93,192,35
99,94,1646,279
99,95,69,11
99,96,163,30
99,97,49,9
99,98,653,114
99,100,1879,401
99,101,96,17
99,102,335,58
99,103,916,159
99,104,870,152
99,105,890,155
99,106,322,54
99,107,1285,229
99,108,443,77
99,109,825,141
99,110,825,141
99,111,408,73
99,112,598,108
99,113,78,13
99,114,768,134
99,115,334,60
99,116,243,40
99,117,335,57
99,118,1197,212
99,119,640,111
99,120,248,41
99,121,961,168
99,122,25,4
99,123,1947,338
99,124,934,191
99,125,555,100
99,126,361,61
99,127,312,56
99,128,1018,180
99,129,248,41
99,130,35,6
100,1,1252,300
100,2,1772,370
100,3,1772,370
100,4,1012,257
100,5,1921,408
100,6,1921,408
100,7,1300,309
100,8,1624,343
100,9,522,170
100,10,1585,352
100,11,1585,352
100,12,1120,254
100,13,834,226
100,14,1749,366
100,15,1300,309
100,16,1695,356
100,17,1946,414
100,18,1086,248
100,19,1813,392
100,20,1613,358
100,21,1748,379
100,22,814,223
100,23,638,189
100,24,736,207
100,25,1804,376
100,26,687,198
100,27,1634,359
100,28,1715,360
100,29,1586,354
100,30,2017,428
100,31,718,204
100,32,1904,406
100,33,1799,388
100,34,1709,359
100,35,530,172
100,36,158,27
100,37,1719,378
100,38,1442,328
100,39,1749,383
100,40,335,120
100,41,1154,282
100,42,1567,349
100,43,1288,301
100,44,1554,355
100,45,146,104
100,46,146,104
100,47,1720,378
100,48,1743,366
100,49,1850,383
100,50,1359,316
100,51,1618,343
100,52,1596,356
100,53,800,216
100,54,749,126
100,55,855,228
100,56,188,91
100,57,1096,272
100,58,1405,325
100,59,1397,323
100,60,693,116
100,61,1474,333
100,62,574,180
100,63,1946,414
100,64,1823,381
100,65,1735,381
100,66,1735,381
100,67,1467,332
100,68,1600,357
100,69,1046,264
100,70,1443,328
100,71,1273,345
100,72,693,200
100,73,1385,321
100,74,673,197
100,75,1619,360
100,76,1685,368
100,77,826,166
100,78,826,166
100,79,1729,364
100,80,782,132
100,81,1548,350
100,82,1557,347
100,83,273,126
100,84,1056,265
100,85,564,177
100,86,1215,334
100,87,1548,350
100,88,882,211
100,89,612,185
100,90,1086,248
100,91,1654,290
100,92,1907,394
100,93,1909,411
100,94,897,237
100,95,1758,381
100,96,1765,386
100,97,1876,402
100,98,1680,355
100,99,1827,393
100,101,1833,397
100,102,1520,342
100,103,1367,314
100,104,1321,307
100,105,1341,310
100,106,1907,406
100,107,693,200
100,108,1470,334
100,109,1381,316
100,110,1381,316
100,111,1735,381
100,112,1299,308
100,113,1748,379
100,114,1352,319
100,115,1661,368
100,116,1583,351
100,117,1580,352
100,118,785,217
100,119,1950,402
100,120,1579,350
100,121,858,231
100,122,1852,398
100,123,333,118
100,124,1077,269
100,125,1295,307
100,126,1918,394
100,127,2045,433
100,128,979,247
100,129,1579,350
100,130,1862,399
101,1,693,125
101,2,465,81
101,3,465,81
101,4,858,152
101,5,170,28
101,6,170,28
101,7,778,137
101,8,684,121
101,9,1434,255
101,10,298,51
101,11,298,51
101,12,1118,198
101,13,943,166
101,14,593,105
101,15,778,137
101,16,542,95
101,17,262,45
101,18,1151,203
101,19,323,57
101,20,402,69
101,21,174,29
101,22,1127,201
101,23,1318,234
101,24,1200,215
101,25,520,92
101,26,1249,224
101,27,287,48
101,28,523,92
101,29,376,65
101,30,361,64
101,31,1218,218
101,32,154,26
101,33,309,53
101,34,769,137
101,35,1248,220
101,36,2066,432
101,37,487,87
101,38,421,77
101,39,517,92
101,40,1680,292
101,41,679,123
101,42,280,48
101,43,668,119
101,44,724,128
101,45,1810,316
101,46,1810,316
101,47,291,53
101,48,674,119
101,49,388,67
101,50,622,112
101,51,619,109
101,52,354,61
101,53,1155,206
101,54,2336,458
101,55,1081,193
101,56,1827,320
101,57,738,133
101,58,668,119
101,59,676,121
101,60,2391,467
101,61,360,65
101,62,1203,212
101,63,318,55
101,64,484,88
101,65,503,90
101,66,503,90
101,67,366,66
101,68,350,60
101,69,872,159
101,70,390,70
101,71,863,212
101,72,1243,223
101,73,688,123
101,74,1108,196
101,75,214,39
101,76,237,40
101,77,1823,368
101,78,1823,368
101,79,660,117
101,80,2302,452
101,81,722,128
101,82,276,49
101,83,1684,296
101,84,1022,180
101,85,1391,247
101,86,805,201
101,87,722,128
101,88,1355,235
101,89,1343,239
101,90,1151,203
101,91,1931,398
101,92,510,92
101,93,268,48
101,94,1604,273
101,95,165,28
101,96,68,12
101,97,125,22
101,98,611,108
101,99,96,17
101,100,1974,418
101,102,430,75
101,103,875,153
101,104,829,146
101,105,849,149
101,106,279,47
101,107,1243,223
101,108,449,81
101,109,783,135
101,110,783,135
101,111,503,90
101,112,693,125
101,113,174,29
101,114,727,128
101,115,429,77
101,116,338,57
101,117,294,51
101,118,1156,206
101,119,597,104
101,120,339,59
101,121,920,162
101,122,101,18
101,123,1905,332
101,124,940,195
101,125,650,117
101,126,320,55
101,127,388,69
101,128,977,174
101,129,339,59
101,130,111,19
102,1,406,74
102,2,418,74
102,3,418,74
102,4,634,113
102,5,429,72
102,6,429,72
102,7,554,98
102,8,636,114
102,9,1386,248
102,10,251,44
102,11,251,44
102,12,1070,191
102,13,719,127
102,14,526,90
102,15,554,98
102,16,495,88
102,17,454,78
102,18,1104,196
102,19,321,56
102,20,93,16
102,21,256,43
102,22,712,129
102,23,1270,227
102,24,914,161
102,25,577,99
102,26,963,170
102,27,202,33
102,28,475,85
102,29,66,12
102,30,525,92
102,31,932,164
102,32,412,70
102,33,307,52
102,34,551,95
102,35,996,178
102,36,1641,355
102,37,200,36
102,38,78,13
102,39,230,41
102,40,1632,285
102,41,366,66
102,42,233,41
102,43,621,112
102,44,500,89
102,45,1379,239
102,46,1379,239
102,47,386,70
102,48,497,87
102,49,340,60
102,50,309,55
102,51,572,102
102,52,76,14
102,53,1107,199
102,54,2288,451
102,55,1034,186
102,56,1779,313
102,57,424,76
102,58,381,68
102,59,347,62
102,60,2343,460
102,61,140,25
102,62,952,170
102,63,453,78
102,64,417,73
102,65,216,39
102,66,216,39
102,67,133,24
102,68,80,15
102,69,558,102
102,70,109,20
102,71,576,161
102,72,957,169
102,73,335,60
102,74,853,153
102,75,285,52
102,76,193,32
102,77,1775,361
102,78,1775,361
102,79,613,110
102,80,2254,445
102,81,435,77
102,82,223,39
102,83,1253,219
102,84,568,103
102,85,1343,240
102,86,518,150
102,87,435,77
102,88,1308,228
102,89,1295,232
102,90,1104,196
102,91,1320,309
102,92,443,77
102,93,527,92
102,94,1557,266
102,95,266,45
102,96,431,78
102,97,384,66
102,98,564,101
102,99,335,57
102,100,1549,341
102,101,430,74
102,103,827,146
102,104,781,139
102,105,801,142
102,106,415,70
102,107,957,169
102,108,136,24
102,109,736,128
102,110,736,128
102,111,216,39
102,112,405,74
102,113,256,43
102,114,503,89
102,115,142,26
102,116,253,42
102,117,246,44
102,118,741,134
102,119,727,126
102,120,257,43
102,121,696,123
102,122,360,62
102,123,1858,325
102,124,627,138
102,125,363,66
102,126,272,48
102,127,553,97
102,128,929,167
102,129,257,43
102,130,370,63
103,1,1272,226
103,2,410,73
103,3,410,73
103,4,676,122
103,5,1010,174
103,6,1010,174
103,7,747,134
103,8,190,35
103,9,845,151
103,10,577,101
103,11,577,101
103,12,529,94
103,13,794,142
103,14,201,37
103,15,747,134
103,16,332,59
103,17,1035,180
103,18,563,99
103,19,902,158
103,20,897,156
103,21,837,145
103,22,949,171
103,23,729,130
103,24,612,111
103,25,256,47
103,26,661,120
103,27,724,125
103,28,352,63
103,29,871,152
103,30,1160,203
103,31,630,114
103,32,993,172
103,33,888,154
103,34,160,30
103,35,1054,189
103,36,1662,358
103,37,1066,188
103,38,664,118
103,39,1096,193
103,40,1091,188
103,41,1007,180
103,42,595,104
103,43,206,36
103,44,693,125
103,45,1221,212
103,46,1221,212
103,47,446,79
103,48,173,31
103,49,487,86
103,50,950,169
103,51,256,46
103,52,849,148
103,53,566,102
103,54,1747,354
103,55,493,89
103,56,1238,216
103,57,1066,190
103,58,996,178
103,59,988,176
103,60,1802,363
103,61,688,122
103,62,927,166
103,63,1035,180
103,64,253,46
103,65,1082,191
103,66,1082,191
103,67,694,123
103,68,845,147
103,69,1002,179
103,70,718,127
103,71,1442,313
103,72,655,119
103,73,976,174
103,74,832,150
103,75,661,116
103,76,774,134
103,77,1234,264
103,78,1234,264
103,79,159,29
103,80,1713,348
103,81,1301,229
103,82,605,106
103,83,1095,192
103,84,991,177
103,85,802,143
103,86,1384,302
103,87,1301,229
103,88,767,131
103,89,754,135
103,90,563,99
103,91,1342,294
103,92,290,53
103,93,850,150
103,94,1016,169
103,95,847,147
103,96,807,142
103,97,965,168
103,98,188,34
103,99,916,159
103,100,1570,344
103,101,875,153
103,102,743,132
103,104,47,8
103,105,26,5
103,106,996,172
103,107,655,119
103,108,606,108
103,109,14,2
103,110,14,2
103,111,1082,191
103,112,1272,226
103,113,837,145
103,114,696,125
103,115,1008,178
103,116,673,117
103,117,581,102
103,118,920,165
103,119,402,73
103,120,668,116
103,121,889,159
103,122,941,164
103,123,1317,228
103,124,1268,252
103,125,1229,218
103,126,555,97
103,127,1188,208
103,128,388,70
103,129,668,116
103,130,951,165
104,1,1226,218
104,2,364,65
104,3,364,65
104,4,630,114
104,5,964,166
104,6,964,166
104,7,701,126
104,8,236,42
104,9,799,143
104,10,531,93
104,11,531,93
104,12,483,86
104,13,748,134
104,14,247,44
104,15,701,126
104,16,286,51
104,17,989,172
104,18,517,91
104,19,856,150
104,20,851,148
104,21,791,137
104,22,903,163
104,23,683,122
104,24,566,103
104,25,302,54
104,26,615,112
104,27,678,117
104,28,306,55
104,29,825,144
104,30,1060,186
104,31,584,106
104,32,947,164
104,33,842,146
104,34,206,37
104,35,1008,181
104,36,1616,350
104,37,1020,180
104,38,618,110
104,39,1050,185
104,40,1045,180
104,41,961,172
104,42,549,96
104,43,160,28
104,44,647,117
104,45,1175,204
104,46,1175,204
104,47,492,86
104,48,219,38
104,49,441,78
104,50,904,161
104,51,210,38
104,52,803,140
104,53,520,94
104,54,1701,346
104,55,447,81
104,56,1192,208
104,57,1020,182
104,58,950,170
104,59,942,168
104,60,1756,355
104,61,642,114
104,62,881,158
104,63,989,172
104,64,299,53
104,65,1036,183
104,66,1036,183
104,67,648,115
104,68,799,139
104,69,956,171
104,70,672,119
104,71,1396,305
104,72,609,111
104,73,930,166
104,74,786,142
104,75,615,108
104,76,728,126
104,77,1188,256
104,78,1188,256
104,79,205,36
104,80,1667,340
104,81,1255,221
104,82,559,98
104,83,1049,184
104,84,945,169
104,85,756,135
104,86,1338,294
104,87,1255,221
104,88,721,123
104,89,708,127
104,90,517,91
104,91,1296,286
104,92,336,60
104,93,896,157
104,94,970,161
104,95,801,139
104,96,761,134
104,97,919,160
104,98,234,41
104,99,870,151
104,100,1524,336
104,101,829,145
104,102,697,124
104,103,47,7
104,105,20,3
104,106,950,164
104,107,609,111
104,108,560,100
104,109,60,9
104,110,60,9
104,111,1036,183
104,112,1226,218
104,113,791,137
104,114,650,117
104,115,962,170
104,116,627,109
104,117,535,94
104,118,874,157
104,119,448,80
104,120,622,108
104,121,843,151
104,122,895,156
104,123,1271,220
104,124,1222,244
104,125,1183,210
104,126,509,89
104,127,1088,191
104,128,342,62
104,129,622,108
104,130,905,157
105,1,1246,222
105,2,384,69
105,3,384,69
105,4,650,118
105,5,984,170
105,6,984,170
105,7,721,130
105,8,216,39
105,9,819,147
105,10,551,97
105,11,551,97
105,12,503,90
105,13,768,138
105,14,227,41
105,15,721,130
105,16,306,55
105,17,1009,176
105,18,537,95
105,19,876,154
105,20,871,152
105,21,811,141
105,22,923,167
105,23,703,126
105,24,586,107
105,25,282,51
105,26,635,116
105,27,698,121
105,28,326,59
105,29,845,148
105,30,1080,190
105,31,604,110
105,32,967,168
105,33,862,150
105,34,186,34
105,35,1028,185
105,36,1636,354
105,37,1040,184
105,38,638,114
105,39,1070,189
105,40,1065,184
105,41,981,176
105,42,569,100
105,43,180,32
105,44,667,121
105,45,1195,208
105,46,1195,208
105,47,472,83
105,48,199,35
105,49,461,82
105,50,924,165
105,51,230,42
105,52,823,144
105,53,540,98
105,54,1721,350
105,55,467,85
105,56,1212,212
105,57,1040,186
105,58,970,174
105,59,962,172
105,60,1776,359
105,61,662,118
105,62,901,162
105,63,1009,176
105,64,279,50
105,65,1056,187
105,66,1056,187
105,67,668,119
105,68,819,143
105,69,976,175
105,70,692,123
105,71,1416,309
105,72,629,115
105,73,950,170
105,74,806,146
105,75,635,112
105,76,748,130
105,77,1208,260
105,78,1208,260
105,79,185,33
105,80,1687,344
105,81,1275,225
105,82,579,102
105,83,1069,188
105,84,965,173
105,85,776,139
105,86,1358,298
105,87,1275,225
105,88,741,127
105,89,728,131
105,90,537,95
105,91,1316,290
105,92,316,57
105,93,876,154
105,94,990,165
105,95,821,143
105,96,781,138
105,97,939,164
105,98,214,38
105,99,890,155
105,100,1544,340
105,101,849,149
105,102,717,128
105,103,26,4
105,104,20,4
105,106,970,168
105,107,629,115
105,108,580,104
105,109,40,6
105,110,40,6
105,111,1056,187
105,112,1246,222
105,113,811,141
105,114,670,121
105,115,982,174
105,116,647,113
105,117,555,98
105,118,894,161
105,119,428,77
105,120,642,112
105,121,863,155
105,122,915,160
105,123,1291,224
105,124,1242,248
105,125,1203,214
105,126,529,93
105,127,1108,195
105,128,362,66
105,129,642,112
105,130,925,161
106,1,557,103
106,2,586,105
106,3,586,105
106,4,979,176
106,5,108,21
106,6,108,21
106,7,899,161
106,8,805,145
106,9,1555,279
106,10,419,75
106,11,419,75
106,12,1239,221
106,13,1064,190
106,14,779,137
106,15,899,161
106,16,664,119
106,17,91,19
106,18,1273,227
106,19,187,35
106,20,324,60
106,21,243,45
106,22,1248,225
106,23,1439,258
106,24,1322,239
106,25,830,146
106,26,1371,248
106,27,272,49
106,28,644,115
106,29,350,65
106,30,162,33
106,31,1340,242
106,32,125,24
106,33,108,20
106,34,890,161
106,35,1369,244
106,36,1930,410
106,37,351,65
106,38,495,91
106,39,381,70
106,40,1801,316
106,41,753,137
106,42,401,72
106,43,790,142
106,44,845,152
106,45,1931,340
106,46,1931,340
106,47,554,101
106,48,796,143
106,49,509,91
106,50,578,106
106,51,740,133
106,52,339,62
106,53,1276,230
106,54,2457,482
106,55,1203,217
106,56,1948,344
106,57,812,147
106,58,532,97
106,59,540,99
106,60,2512,491
106,61,434,79
106,62,1324,236
106,63,39,8
106,64,670,120
106,65,367,68
106,66,367,68
106,67,440,80
106,68,335,61
106,69,946,173
106,70,464,84
106,71,727,190
106,72,1365,247
106,73,552,101
106,74,1229,220
106,75,453,83
106,76,222,40
106,77,1944,392
106,78,1944,392
106,79,782,141
106,80,2423,476
106,81,586,106
106,82,391,70
106,83,1805,320
106,84,956,174
106,85,1512,271
106,86,669,179
106,87,586,106
106,88,1477,259
106,89,1464,263
106,90,1273,227
106,91,1609,364
106,92,696,124
106,93,353,66
106,94,1726,297
106,95,253,47
106,96,347,64
106,97,371,68
106,98,733,132
106,99,322,59
106,100,1838,396
106,101,279,51
106,102,415,76
106,103,996,177
106,104,950,170
106,105,970,173
106,107,1365,247
106,108,523,95
106,109,905,159
106,110,905,159
106,111,367,68
106,112,557,103
106,113,243,45
106,114,848,152
106,115,293,55
106,116,323,58
106,117,415,74
106,118,1277,230
106,119,800,142
106,120,328,59
106,121,1041,186
106,122,347,64
106,123,2027,356
106,124,732,209
106,125,514,95
106,126,441,79
106,127,190,38
106,128,1098,197
106,129,328,59
106,130,357,65
107,1,917,187
107,2,778,136
107,3,778,136
107,4,319,57
107,5,1379,237
107,6,1379,237
107,7,403,72
107,8,630,109
107,9,171,31
107,10,945,164
107,11,945,164
107,12,509,87
107,13,369,65
107,14,755,132
107,15,403,72
107,16,701,122
107,17,1404,243
107,18,542,92
107,19,1271,221
107,20,1266,219
107,21,1206,208
107,22,524,94
107,23,99,18
107,24,43,8
107,25,810,142
107,26,7,1
107,27,1092,188
107,28,721,126
107,29,1240,215
107,30,1475,257
107,31,25,4
107,32,1362,235
107,33,1257,217
107,34,715,125
107,35,380,69
107,36,989,238
107,37,1435,251
107,38,878,150
107,39,1465,256
107,40,606,102
107,41,609,106
107,42,963,167
107,43,575,99
107,44,657,118
107,45,547,92
107,46,547,92
107,47,1014,178
107,48,749,132
107,49,856,149
107,50,814,140
107,51,624,109
107,52,1218,211
107,53,261,45
107,54,1661,333
107,55,162,28
107,56,753,130
107,57,643,112
107,58,837,145
107,59,830,143
107,60,1606,323
107,61,1057,185
107,62,424,77
107,63,1404,243
107,64,829,147
107,65,1451,254
107,66,1451,254
107,67,1063,186
107,68,1214,210
107,69,589,105
107,70,1087,190
107,71,938,232
107,72,1,0
107,73,818,141
107,74,407,73
107,75,1029,179
107,76,1143,197
107,77,1214,257
107,78,1214,257
107,79,735,130
107,80,1693,341
107,81,980,170
107,82,973,169
107,83,421,72
107,84,579,103
107,85,129,23
107,86,880,221
107,87,980,170
107,88,747,124
107,89,81,15
107,90,542,92
107,91,668,174
107,92,913,160
107,93,1319,230
107,94,995,162
107,95,1216,210
107,96,1175,205
107,97,1334,231
107,98,686,121
107,99,1285,222
107,100,897,224
107,101,1243,216
107,102,957,164
107,103,655,112
107,104,609,105
107,105,629,108
107,106,1365,235
107,108,820,140
107,109,669,114
107,110,669,114
107,111,1451,254
107,112,964,195
107,113,1206,208
107,114,455,82
107,115,1377,241
107,116,1041,180
107,117,950,165
107,118,495,88
107,119,956,168
107,120,1037,179
107,121,392,70
107,122,1310,227
107,123,660,112
107,124,742,156
107,125,991,174
107,126,924,160
107,127,1503,262
107,128,440,76
107,129,1037,179
107,130,1320,228
108,1,542,98
108,2,196,35
108,3,196,35
108,4,497,89
108,5,537,90
108,6,537,90
108,7,417,74
108,8,415,75
108,9,1165,209
108,10,201,34
108,11,201,34
108,12,849,152
108,13,582,103
108,14,389,66
108,15,417,74
108,16,274,49
108,17,562,96
108,18,883,157
108,19,429,74
108,20,229,40
108,21,364,61
108,22,662,121
108,23,1049,188
108,24,777,137
108,25,440,75
108,26,826,146
108,27,250,41
108,28,254,46
108,29,203,36
108,30,633,110
108,31,795,140
108,32,520,88
108,33,415,70
108,34,414,71
108,35,887,157
108,36,1591,347
108,37,336,60
108,38,58,9
108,39,366,65
108,40,1411,246
108,41,316,58
108,42,183,31
108,43,400,73
108,44,363,65
108,45,1269,218
108,46,1269,218
108,47,336,60
108,48,360,63
108,49,249,43
108,50,259,47
108,51,350,63
108,52,213,38
108,53,886,160
108,54,2067,412
108,55,813,147
108,56,1558,274
108,57,374,68
108,58,305,56
108,59,297,54
108,60,2122,421
108,61,90,15
108,62,842,149
108,63,562,96
108,64,280,49
108,65,352,63
108,66,352,63
108,67,83,14
108,68,217,39
108,69,508,94
108,70,59,10
108,71,712,185
108,72,820,145
108,73,285,52
108,74,747,133
108,75,235,42
108,76,301,50
108,77,1554,322
108,78,1554,322
108,79,374,65
108,80,2033,406
108,81,448,81
108,82,173,29
108,83,1143,198
108,84,518,95
108,85,1122,201
108,86,654,174
108,87,448,81
108,88,1087,189
108,89,1074,193
108,90,883,157
108,91,1270,301
108,92,306,53
108,93,525,93
108,94,1336,227
108,95,374,63
108,96,381,68
108,97,492,84
108,98,343,62
108,99,443,75
108,100,1499,333
108,101,449,79
108,102,136,24
108,103,606,107
108,104,560,100
108,105,580,103
108,106,523,88
108,107,820,145
108,109,515,89
108,110,515,89
108,111,352,63
108,112,541,98
108,113,364,61
108,114,366,65
108,115,278,50
108,116,199,33
108,117,196,34
108,118,691,126
108,119,590,102
108,120,195,32
108,121,559,99
108,122,468,80
108,123,1637,286
108,124,577,130
108,125,499,90
108,126,222,38
108,127,661,115
108,128,708,128
108,129,195,32
108,130,478,81
109,1,1183,210
109,2,320,57
109,3,320,57
109,4,690,125
109,5,921,158
109,6,921,158
109,7,658,118
109,8,176,33
109,9,859,154
109,10,487,85
109,11,487,85
109,12,543,97
109,13,808,145
109,14,187,35
109,15,658,118
109,16,243,43
109,17,946,164
109,18,577,102
109,19,813,142
109,20,808,140
109,21,748,129
109,22,963,174
109,23,743,133
109,24,626,114
109,25,242,45
109,26,675,123
109,27,634,109
109,28,263,47
109,29,782,136
109,30,1146,201
109,31,644,117
109,32,904,156
109,33,799,138
109,34,146,28
109,35,1068,192
109,36,1676,361
109,37,977,172
109,38,660,118
109,39,1007,177
109,40,1105,191
109,41,918,164
109,42,505,88
109,43,220,39
109,44,604,109
109,45,1235,215
109,46,1235,215
109,47,432,77
109,48,159,29
109,49,398,70
109,50,861,153
109,51,270,49
109,52,760,132
109,53,580,105
109,54,1761,357
109,55,507,92
109,56,1252,219
109,57,977,174
109,58,907,162
109,59,899,160
109,60,1816,366
109,61,599,106
109,62,941,169
109,63,946,164
109,64,239,44
109,65,993,175
109,66,993,175
109,67,605,107
109,68,756,131
109,69,913,163
109,70,629,111
109,71,1353,297
109,72,669,122
109,73,887,158
109,74,846,153
109,75,571,100
109,76,685,118
109,77,1248,267
109,78,1248,267
109,79,145,27
109,80,1727,351
109,81,1212,213
109,82,515,90
109,83,1109,195
109,84,902,161
109,85,816,146
109,86,1295,286
109,87,1212,213
109,88,781,134
109,89,768,138
109,90,577,102
109,91,1356,297
109,92,276,51
109,93,836,148
109,94,1030,172
109,95,758,131
109,96,717,126
109,97,876,152
109,98,174,32
109,99,827,143
109,100,1584,347
109,101,785,137
109,102,836,146
109,103,14,2
109,104,60,11
109,105,40,7
109,106,907,156
109,107,669,122
109,108,517,92
109,110,0,0
109,111,993,175
109,112,1183,210
109,113,748,129
109,114,607,109
109,115,919,162
109,116,583,101
109,117,492,86
109,118,934,168
109,119,388,71
109,120,579,100
109,121,800,143
109,122,852,148
109,123,1331,231
109,124,1179,236
109,125,1140,202
109,126,466,81
109,127,1174,206
109,128,402,73
109,129,579,100
109,130,862,149
110,1,1183,210
110,2,320,57
110,3,320,57
110,4,690,125
110,5,921,158
110,6,921,158
110,7,658,118
110,8,176,33
110,9,859,154
110,10,487,85
110,11,487,85
110,12,543,97
110,13,808,145
110,14,187,35
110,15,658,118
110,16,243,43
110,17,946,164
110,18,577,102
110,19,813,142
110,20,808,140
110,21,748,129
110,22,963,174
110,23,743,133
110,24,626,114
110,25,242,45
110,26,675,123
110,27,634,109
110,28,263,47
110,29,782,136
110,30,1146,201
110,31,644,117
110,32,904,156
110,33,799,138
110,34,146,28
110,35,1068,192
110,36,1676,361
110,37,977,172
110,38,660,118
110,39,1007,177
110,40,1105,191
110,41,918,164
110,42,505,88
110,43,220,39
110,44,604,109
110,45,1235,215
110,46,1235,215
110,47,432,77
110,48,159,29
110,49,398,70
110,50,861,153
110,51,270,49
110,52,760,132
110,53,580,105
110,54,1761,357
110,55,507,92
110,56,1252,219
110,57,977,174
110,58,907,162
110,59,899,160
110,60,1816,366
110,61,599,106
110,62,941,169
110,63,946,164
110,64,239,44
110,65,993,175
110,66,993,175
110,67,605,107
110,68,756,131
110,69,913,163
110,70,629,111
110,71,1353,297
110,72,669,122
110,73,887,158
110,74,846,153
110,75,571,100
110,76,685,118
110,77,1248,267
110,78,1248,267
110,79,145,27
110,80,1727,351
110,81,1212,213
110,82,515,90
110,83,1109,195
110,84,902,161
110,85,816,146
110,86,1295,286
110,87,1212,213
110,88,781,134
110,89,768,138
110,90,577,102
110,91,1356,297
110,92,276,51
110,93,836,148
110,94,1030,172
110,95,758,131
110,96,717,126
110,97,876,152
110,98,174,32
110,99,827,143
110,100,1584,347
110,101,785,137
110,102,836,146
110,103,14,2
110,104,60,11
110,105,40,7
110,106,907,156
110,107,669,122
110,108,517,92
110,109,0,0
110,111,993,175
110,112,1183,210
110,113,748,129
110,114,607,109
110,115,919,162
110,116,583,101
110,117,492,86
110,118,934,168
110,119,388,71
110,120,579,100
110,121,800,143
110,122,852,148
110,123,1331,231
110,124,1179,236
110,125,1140,202
110,126,466,81
110,127,1174,206
110,128,402,73
110,129,579,100
110,130,862,149
111,1,190,35
111,2,752,131
111,3,752,131
111,4,907,160
111,5,921,157
111,6,921,157
111,7,667,121
111,8,970,171
111,9,1255,224
111,10,585,101
111,11,585,101
111,12,1404,248
111,13,683,125
111,14,799,137
111,15,667,121
111,16,829,145
111,17,946,163
111,18,1438,253
111,19,180,163
111,20,123,99
111,21,748,128
111,22,762,139
111,23,1604,284
111,24,959,172
111,25,850,146
111,26,1008,181
111,27,634,108
111,28,809,142
111,29,586,103
111,30,1017,177
111,31,977,175
111,32,904,155
111,33,799,137
111,34,1055,187
111,35,1046,188
111,36,1562,342
111,37,17,15
111,38,442,77
111,39,14,2
111,40,1966,342
111,41,416,76
111,42,567,98
111,43,955,169
111,44,773,136
111,45,1429,249
111,46,1429,249
111,47,720,127
111,48,961,169
111,49,674,117
111,50,211,38
111,51,906,159
111,52,596,105
111,53,1441,256
111,54,2014,418
111,55,934,166
111,56,1455,382
111,57,474,86
111,58,165,29
111,59,173,31
111,60,2179,445
111,61,474,82
111,62,1002,180
111,63,946,163
111,64,690,120
111,65,0,0
111,66,0,0
111,67,467,81
111,68,600,106
111,69,608,112
111,70,443,77
111,71,360,122
111,72,1002,180
111,73,185,33
111,74,903,163
111,75,619,109
111,76,685,117
111,77,2109,418
111,78,2109,418
111,79,947,167
111,80,1981,412
111,81,219,38
111,82,557,96
111,83,1303,229
111,84,618,113
111,85,1298,231
111,86,302,112
111,87,219,38
111,88,1642,285
111,89,1083,195
111,90,1438,253
111,91,1241,296
111,92,716,124
111,93,909,160
111,94,1891,323
111,95,758,130
111,96,765,135
111,97,876,151
111,98,898,158
111,99,827,142
111,100,1470,328
111,101,833,146
111,102,520,91
111,103,1161,203
111,104,1115,196
111,105,1135,199
111,106,907,155
111,107,1002,180
111,108,470,83
111,109,1070,185
111,110,1070,185
111,112,189,35
111,113,748,128
111,114,719,131
111,115,75,68
111,116,583,100
111,117,580,101
111,118,791,144
111,119,1000,173
111,120,579,99
111,121,660,121
111,122,852,147
111,123,2192,382
111,124,364,141
111,125,146,27
111,126,606,105
111,127,1045,182
111,128,1263,224
111,129,579,99
111,130,862,148
112,1,75,14
112,2,1574,298
112,3,1574,298
112,4,902,275
112,5,1096,214
112,6,1096,214
112,7,629,226
112,8,1793,338
112,9,1090,322
112,10,1407,268
112,11,1407,268
112,12,2227,415
112,13,627,225
112,14,1767,330
112,15,629,226
112,16,1652,312
112,17,1079,212
112,18,2261,420
112,19,1176,228
112,20,1313,253
112,21,1231,238
112,22,529,208
112,23,1206,341
112,24,921,277
112,25,1818,339
112,26,970,286
112,27,1260,242
112,28,1632,309
112,29,618,165
112,30,1150,226
112,31,939,280
112,32,1113,217
112,33,1096,213
112,34,1878,354
112,35,813,257
112,36,1420,314
112,37,206,147
112,38,474,139
112,39,176,119
